County,Community,DataProvider,Site,Latitude,Longitude,Elevation,Instrument,MonitorId,ParameterId,Parameter,MeasurementStartTime,MeasuredValue,AdjustedValue,Units,AdjustmentDesc,DataProviderFlag,LowerLimitCheck,UpperLimitCheck,RepeatingValueCheck,SpikeCheck,PreliminaryQCResult,VerifiedByProvider,LastUpdateDate
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 08:00:00,30.5079,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 09:00:00,28.3381,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 10:00:00,19.0388,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 11:00:00,16.8978,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 12:00:00,11.9843,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 13:00:00,7.2947,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 14:00:00,7.3251,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 15:00:00,7.0449,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 16:00:00,12.7552,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 17:00:00,15.454,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 18:00:00,12.3941,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 19:00:00,13.3075,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 20:00:00,19.724,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 21:00:00,16.342,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 22:00:00,20.6718,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/04/2019 23:00:00,17.7654,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 00:00:00,21.742,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 01:00:00,21.1089,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 02:00:00,18.3094,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 03:00:00,24.1818,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 04:00:00,28.4713,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 05:00:00,29.208,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 06:00:00,28.7959,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 07:00:00,37.3161,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 08:00:00,43.8342,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 09:00:00,54.004,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 10:00:00,27.1434,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 11:00:00,25.5303,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 12:00:00,10.0204,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 13:00:00,10.9366,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 14:00:00,8.3233,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 15:00:00,5.3782,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 16:00:00,7.0429,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 17:00:00,10.7859,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 18:00:00,12.0162,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 19:00:00,10.2812,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 20:00:00,11.5448,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 21:00:00,11.9583,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 22:00:00,11.2517,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/05/2019 23:00:00,16.6724,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 00:00:00,25.179,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 01:00:00,29.7941,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 02:00:00,27.9337,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 03:00:00,29.0227,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 04:00:00,29.6628,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 05:00:00,27.1399,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 06:00:00,26.9063,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 07:00:00,26.2223,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 08:00:00,43.0481,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 09:00:00,34.9043,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 10:00:00,18.3656,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 11:00:00,19.1604,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 12:00:00,11.3394,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 13:00:00,8.3339,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 14:00:00,6.3355,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 15:00:00,5.7434,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 16:00:00,6.3017,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 17:00:00,8.5013,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 18:00:00,7.9824,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 19:00:00,10.076,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 20:00:00,12.2842,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 21:00:00,14.6326,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 22:00:00,19.3162,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/06/2019 23:00:00,24.0946,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 00:00:00,28.8112,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 01:00:00,31.8582,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 02:00:00,30.9731,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 03:00:00,31.0269,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 04:00:00,28.2496,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 05:00:00,28.1484,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 06:00:00,28.419,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 07:00:00,29.04,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 08:00:00,30.2941,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 09:00:00,24.1289,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 10:00:00,16.3522,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 11:00:00,13.7219,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 12:00:00,8.5372,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 13:00:00,6.5625,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 14:00:00,5.3558,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 15:00:00,3.8825,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 16:00:00,4.2006,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 17:00:00,5.3808,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 18:00:00,6.3262,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 19:00:00,13.023,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 20:00:00,11.8903,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 21:00:00,7.7266,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 22:00:00,11.263,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/07/2019 23:00:00,11.3683,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/08/2019 00:00:00,16.1595,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"East Los Angeles, Boyle Heights",South Coast AQMD,Central LA,34.0664,-118.2268,89,Thermo 42i,NO-0016730,42602,Nitrogen Dioxide (NO2),09/08/2019 01:00:00,19.5163,,ppb,,,Pass,Pass,Pass,Pass,Passed all checks,No,
